case_id,paper_id,material_type,condition_original,target_formula_or_system,phase_or_prototype,space_group_symbol,space_group_number,pressure_GPa,temperature_K,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,atomic_positions_status,soc_or_relativistic,strain_or_doping,source_kind,evidence_location,evidence_snippet,confidence,mismatch_flags,recommended_next_step
lam179,814601823489884160,intermetallic,"P1 H5S2, 112 GPa",P1H5S2,hydrogen-sulfur P1 H5S2 condition attached to SnAs paper_id,P1,1,112,,2.7127,2.7119,8.6105,84.706,84.447,71.868,full_fractional_from_tier2,,,lambda_reference+repo_tier2_lkm+paper_graph_mismatch,paper_id 814601823489884160 graph/markdown; data/tier2_lkm_structures.json lam179-lam181,"lambda_reference rows are P1 H5S2 at 112/120/130 GPa, but paper_id resolves to SnAs rock-salt rather than hydride.",low,condition_material_description_inconsistent;same_paper_id_condition_suspected_cross_family;manual_required,Resolve correct hydride paper_id or drop these rows from intermetallic benchmark; do not use SnAs paper as source.
lam180,814601823489884160,intermetallic,"P1 H5S2, 120 GPa",P1H5S2,hydrogen-sulfur P1 H5S2 condition attached to SnAs paper_id,P1,1,120,,,,,,,,prototype_only_lattice_missing,,,lambda_reference+repo_tier2_lkm+paper_graph_mismatch,paper_id 814601823489884160 graph/markdown; data/tier2_lkm_structures.json lam179-lam181,"lambda_reference rows are P1 H5S2 at 112/120/130 GPa, but paper_id resolves to SnAs rock-salt rather than hydride.",low,condition_material_description_inconsistent;same_paper_id_condition_suspected_cross_family;manual_required,Resolve correct hydride paper_id or drop these rows from intermetallic benchmark; do not use SnAs paper as source.
lam181,814601823489884160,intermetallic,"P1 H5S2, 130 GPa",P1H5S2,hydrogen-sulfur P1 H5S2 condition attached to SnAs paper_id,P1,1,130,,,,,,,,prototype_only_lattice_missing,,,lambda_reference+repo_tier2_lkm+paper_graph_mismatch,paper_id 814601823489884160 graph/markdown; data/tier2_lkm_structures.json lam179-lam181,"lambda_reference rows are P1 H5S2 at 112/120/130 GPa, but paper_id resolves to SnAs rock-salt rather than hydride.",low,condition_material_description_inconsistent;same_paper_id_condition_suspected_cross_family;manual_required,Resolve correct hydride paper_id or drop these rows from intermetallic benchmark; do not use SnAs paper as source.
lam182,814627375626059776,intermetallic,(single),BaSn5,hexagonal BaSn5,P6/mmm,191,,,5.444,5.444,7.230,90,90,120,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 814627375626059776 markdown,"BaSn5 P6/mmm: a=5.444 A, c=7.230 A, z=0.2075.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam183,814639645122887682,intermetallic,LaC2 (CaC2-type),LaC2,CaC2-type body-centered-tetragonal LaC2,I4/mmm,139,,,,,,,,,full Wyckoff prototype_lattice_missing,,,lkm_graph+markdown,paper_id 814639645122887682 markdown,LaC2 identified as CaC2-type bct I4/mmm with La 2a and C 4e internal z; lattice not captured in graph/markdown.,medium,lkm_has_lambda_but_incomplete_structure,Use cited target structure; build/replace SCF only after preserving stated condition.
lam184,814639645122887682,intermetallic,YC2 (CaC2-type),YC2,CaC2-type body-centered-tetragonal YC2,I4/mmm,139,,,3.6815,3.6815,6.1886,90,90,90,full Wyckoff/internal_u,,,lkm_graph+markdown,paper_id 814639645122887682 markdown plus paper_id 812489993686614016 YC2 table,YC2 CaC2-type I4/mmm; use matching YC2 table values a=3.6815 A c=6.1886 A u=0.3948 from the YC2 compression paper.,medium,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam185,814647506360074241,intermetallic,"Nb2InC, +10% tensile strain",Nb2InC,MAX-phase Nb2InC under +10% biaxial tensile strain,P6_3/mmc,194,,,3.4892,3.4892,,90,90,120,base_full_positions_strained_c_missing,,"+10% tensile strain; a=1.10*3.172 A, c/positions should be relaxed",lkm_graph+markdown,paper_id 814647506360074241 markdown; strain section,"Base Nb2InC P6_3/mmc a=3.172 A c=14.37 A; +10% tensile strain raises lambda to 1.26, but relaxed c at +10% was not extracted.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_unstrained_candidate,Relax c/internal coordinates at +10% in-plane tensile strain before DFPT.
lam186,867746414900282231,intermetallic,(single),MgB2,MgB2 multiband/two-gap target,P6/mmm,191,,,3.083,3.083,3.521,90,90,120,full prototype,,,lkm_graph+markdown,paper_id 867746414900282231 graph/markdown,MgB2 two-gap benchmark uses standard P6/mmm AlB2-type MgB2 structure.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam187,867747555490923056,intermetallic,(single),Li2B3C,stoichiometric Li2B3C MgB2 analogue,P-6m2,187,,,2.839,2.839,7.081,90,90,120,full internal_z_parameters,,,lkm_graph+markdown,paper_id 867747555490923056 markdown table,"Li2B3C table: a=2.839 A, c=7.081 A, z_Li=0.2547/0.7453.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam188,867752213492007190,intermetallic,"bulk LaO, 4% biaxial tensile strain",LaO,rock-salt LaO under 4% biaxial tensile strain,Fm-3m,225,,,5.3706,5.3706,,90,90,90,prototype_with_strained_c_missing,,4% biaxial tensile strain,lkm_graph+markdown,paper_id 867752213492007190 markdown strain table,Bulk LaO base a=5.164 A; +4% biaxial tensile strain implies in-plane a=b=5.3706 A; relaxed c not captured.,medium,lkm_has_lambda_but_incomplete_structure,Recover or relax strained out-of-plane c for epsilon=+4%.
lam189,867752213492007190,intermetallic,"bulk LaO, zero strain (epsilon=0%)",LaO,rock-salt bulk LaO zero strain,Fm-3m,225,,,5.164,5.164,5.164,90,90,90,full prototype,,zero strain epsilon=0%,lkm_graph+markdown,paper_id 867752213492007190 markdown strain table,Zero-strain bulk LaO table row: a=c=5.164 A.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam190,867753789745004576,intermetallic,"1T-MoS2, 0 GPa",MoS2,1T-MoS2 bulk at 0 GPa,P-3m1,164,0,,3.1186,3.1186,6.0801,90,90,120,full internal_z_parameter,,,lkm_graph+markdown,paper_id 867753789745004576 markdown Table I,"1T-MoS2 0 GPa lattice in bohr: a=5.8933, c=11.4919, z=0.26022; converted to A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam191,867754418865439090,intermetallic,"CaAlSi 1H, 20 kbar",CaAlSi,nH-CaAlSi 1H stacking variant under pressure,P-6m2,187,2,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 1H at 2 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 1H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam192,867754418865439090,intermetallic,"CaAlSi 1H, 40 kbar",CaAlSi,nH-CaAlSi 1H stacking variant under pressure,P-6m2,187,4,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 1H at 4 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 1H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam193,867754418865439090,intermetallic,"CaAlSi 1H, P=0",CaAlSi,nH-CaAlSi 1H stacking variant under pressure,P-6m2,187,0,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 1H at 0 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 1H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam194,867754418865439090,intermetallic,"CaAlSi 2H, 20 kbar",CaAlSi,nH-CaAlSi 2H stacking variant under pressure,P6_3/mmc,194,2,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 2H at 2 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 2H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam195,867754418865439090,intermetallic,"CaAlSi 2H, 40 kbar",CaAlSi,nH-CaAlSi 2H stacking variant under pressure,P6_3/mmc,194,4,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 2H at 4 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 2H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam196,867754418865439090,intermetallic,"CaAlSi 2H, P=0",CaAlSi,nH-CaAlSi 2H stacking variant under pressure,P6_3/mmc,194,0,,,,,,,,stacking_prototype_only_lattice_missing,,,lkm_markdown+repo_current_mismatch,paper_id 867754418865439090 markdown,Condition is CaAlSi 2H at 0 GPa (converted from kbar); extracted LKM markdown lacks pressure-specific lattice/coords.,medium,lkm_has_lambda_but_no_structure;repo_current_formula_mismatch:CaAlSiH->CaAlSi;manual_required,Recover 2H-CaAlSi pressure lattice and stacking coordinates; current CaAlSiH candidate is not target formula.
lam197,867757683732643869,intermetallic,(single),K2Cr3As3,noncentrosymmetric quasi-1D K2Cr3As3,P-6m2,187,,,9.9832,9.9832,4.2304,90,90,120,lattice_plus_prototype_partial_coords,,,repo_tier2_lkm+markdown,paper_id 867757683732643869 markdown; data/tier2_lkm_structures.json,"K2Cr3As3 P-6m2 with a=9.9832 A, c=4.2304 A; graph has prototype/partial Wyckoff coordinates.",medium,repo_structure_absent;lkm_has_lambda_but_incomplete_structure,Recover exact internal coordinates before production DFPT.
lam198,867760184875811501,intermetallic,(single),"(Ce,La)H9",ordered Ce/La substituted dense hydride at 200 GPa,P-6m2,187,200,,,,,,,,prototype_only_ordering_missing,,Ce:La=1 ordered substitution on hydride parent,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam198; paper_id 867760184875811501,"Condition is (Ce,La)H9 P-6m2 at 200 GPa; this is a hydride despite material_type=intermetallic.",low,material_type_mismatch_hydride;lkm_has_lambda_but_incomplete_structure;manual_required,Move to hydride audit or recover ordered hydride cell before use.
lam199,867760796275311043,intermetallic,"benzene P2_1/c, 190 GPa, mu*=0.10",C6H6,compressed benzene molecular crystal,P2_1/c,14,190,,,,,,,,molecular_prototype_only_lattice_missing,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam199; paper_id 867760796275311043,"Compressed solid benzene P2_1/c at 190 GPa; organic molecular crystal, not intermetallic.",low,material_type_mismatch_organic;lkm_has_lambda_but_incomplete_structure;manual_required,Treat outside intermetallic set; fetch molecular crystal CIF/coords if retained.
lam200,867761419615994028,intermetallic,Be-Al 24:976,Be-Al alloy,beryllium-based alloy/VCA composition target,,,,,,,,,,,composition_only_no_crystal_structure,,Be-Al 24:976,lkm_graph+markdown,paper_id 867761419615994028 graph/markdown alloy table,Alloy table gives composition Be-Al 24:976 and EPC quantities but no ordered crystal structure; OpenLAM formula query can only be candidate.,low,lkm_has_lambda_but_no_structure;repo_structure_is_database_candidate_not_ground_truth;manual_required,Choose VCA/SQS/ordered model explicitly; do not treat OpenLAM lowest-energy binary as ground truth.
lam201,867761419615994028,intermetallic,Be-In 31:69,Be-In alloy,beryllium-based alloy/VCA composition target,,,,,,,,,,,composition_only_no_crystal_structure,,Be-In 31:69,lkm_graph+markdown,paper_id 867761419615994028 graph/markdown alloy table,Alloy table gives composition Be-In 31:69 and EPC quantities but no ordered crystal structure; OpenLAM formula query can only be candidate.,low,lkm_has_lambda_but_no_structure;repo_structure_is_database_candidate_not_ground_truth;manual_required,Choose VCA/SQS/ordered model explicitly; do not treat OpenLAM lowest-energy binary as ground truth.
lam202,867761419615994028,intermetallic,Be-Nb 23:77,Be-Nb alloy,beryllium-based alloy/VCA composition target,,,,,,,,,,,composition_only_no_crystal_structure,,Be-Nb 23:77,lkm_graph+markdown,paper_id 867761419615994028 graph/markdown alloy table,Alloy table gives composition Be-Nb 23:77 and EPC quantities but no ordered crystal structure; OpenLAM formula query can only be candidate.,low,lkm_has_lambda_but_no_structure;repo_structure_is_database_candidate_not_ground_truth;manual_required,Choose VCA/SQS/ordered model explicitly; do not treat OpenLAM lowest-energy binary as ground truth.
lam203,867761419615994028,intermetallic,Be43Bi20Pb37 (ternary),Be43Bi20Pb37,beryllium-based alloy/VCA composition target,,,,,,,,,,,composition_only_no_crystal_structure,,ternary Be43Bi20Pb37,lkm_graph+markdown,paper_id 867761419615994028 graph/markdown alloy table,Alloy table gives composition ternary Be43Bi20Pb37 and EPC quantities but no ordered crystal structure; OpenLAM formula query can only be candidate.,low,lkm_has_lambda_but_no_structure;repo_structure_absent;manual_required,Choose VCA/SQS/ordered model explicitly; do not treat OpenLAM lowest-energy binary as ground truth.
lam204,867761419615994028,intermetallic,Be43Pb57,Be43Pb57,beryllium-based alloy/VCA composition target,,,,,,,,,,,composition_only_no_crystal_structure,,Be43Pb57 alloy,lkm_graph+markdown,paper_id 867761419615994028 graph/markdown alloy table,Alloy table gives composition Be43Pb57 alloy and EPC quantities but no ordered crystal structure; OpenLAM formula query can only be candidate.,low,lkm_has_lambda_but_no_structure;repo_structure_absent;manual_required,Choose VCA/SQS/ordered model explicitly; do not treat OpenLAM lowest-energy binary as ground truth.
lam205,867762315619991562,intermetallic,"K2Mo3As3, mu*=0.12",K2Mo3As3,quasi-1D K2Mo3As3,P-6m2,187,,,10.256,10.256,4.463,90,90,120,lattice_plus_prototype_partial_coords,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam205; paper_id 867762315619991562,"K2Mo3As3 P-6m2 with a=10.256 A, c=4.463 A; internal coordinates incomplete in extracted evidence.",medium,repo_structure_absent;lkm_has_lambda_but_incomplete_structure,Recover internal coordinates before SCF generation.
lam206,867766648835146368,intermetallic,delta-NbN (sigma=0.18 Ry),NbN,delta-NbN cubic rock-salt polytype,Fm-3m,225,,,4.425,4.425,4.425,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 867766648835146368 markdown polytype table,delta-NbN table: cubic Fm-3m with a=c=4.425 A; condition sigma=0.18 Ry.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam207,867767689039315155,intermetallic,FCC CdAs,CdAs,NaCl-type FCC CdAs,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC CdAs; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam208,867767689039315155,intermetallic,FCC CdN,CdN,NaCl-type FCC CdN,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC CdN; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam209,867767689039315155,intermetallic,FCC CdP,CdP,NaCl-type FCC CdP,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC CdP; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam210,867767689039315155,intermetallic,FCC CuSb,CuSb,NaCl-type FCC CuSb,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC CuSb; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam211,867767689039315155,intermetallic,FCC HfP,HfP,NaCl-type FCC HfP,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC HfP; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam212,867767689039315155,intermetallic,FCC HgSb,HgSb,NaCl-type FCC HgSb,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC HgSb; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam213,867767689039315155,intermetallic,FCC ZnSb,ZnSb,NaCl-type FCC ZnSb,Fm-3m,225,,,,,,,,,full NaCl prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867767689039315155 markdown,Paper targets metastable NaCl-type FCC ZnSb; lattice not captured for this extracted row.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Recover NaCl-type lattice constant from original table or relax constrained Fm-3m prototype.
lam214,867768886924149296,intermetallic,"Im-3m H3P, a=3.0 A (~220 GPa), mu*=0 (H-point unstable modes omitted)",H3P,Im-3m dense hydride H3P,Im-3m,229,220,,3.0,3.0,3.0,90,90,90,full Im-3m hydride prototype,,,lkm_graph+markdown,paper_id 867768886924149296 markdown,"H3P benchmark row states Im-3m bcc hydride, a=3.0 A at ~220 GPa, mu*=0.",high,material_type_mismatch_hydride,"Keep as hydride-class target; if retained in intermetallic CSV, replace current structure with Im-3m a=3.0 A hydride cell."
lam215,867768886924149296,intermetallic,"Im-3m H3S, a=3.0 A (~220 GPa), mu*=0",H3S,Im-3m dense hydride H3S,Im-3m,229,220,,3.0,3.0,3.0,90,90,90,full Im-3m hydride prototype,,,lkm_graph+markdown,paper_id 867768886924149296 markdown,"H3S benchmark row states Im-3m bcc hydride, a=3.0 A at ~220 GPa, mu*=0.",high,material_type_mismatch_hydride,"Keep as hydride-class target; if retained in intermetallic CSV, replace current structure with Im-3m a=3.0 A hydride cell."
lam216,867768967756775707,intermetallic,monolayer AlB2 (single Al on honeycomb B),AlB2 monolayer,monolayer AlB2 condition attached to Ca-VI paper_id,P6/mmm,191,,,,,,,,,candidate_only_no_lkm_support,,,lambda_reference+paper_graph_mismatch+openlam_candidate,paper_id 867768967756775707 graph resolves to Ca-VI; build_status AlB2.scf.in,"paper_id is Ca-VI high-pressure calcium, while condition says monolayer AlB2; LKM paper evidence is cross-family.",low,condition_material_description_inconsistent;same_paper_id_condition_suspected_cross_family;manual_required,Resolve correct AlB2 paper/source; OpenLAM AlB2 is only a candidate.
lam217,867769693774021285,intermetallic,"H-diamond(111) FET n=6e14 cm-2, full-BZ Wannier",H-terminated diamond(111) surface,field-effect hole-doped hydrogenated diamond slab/FET geometry,,,,,,,,,,,surface_slab_not_recovered,,n=6e14 cm^-2; full-BZ Wannier,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam217-lam218; paper_id 867769693774021285,"Benchmark is a doped H-diamond(111) surface slab/FET model, not an intermetallic bulk structure; slab geometry absent.",low,condition_material_description_inconsistent;lkm_has_lambda_but_no_structure;manual_required,Recover exact slab/vacuum/field setup from source paper before any DFPT comparison.
lam218,867769693774021285,intermetallic,"H-diamond(111) FET n=6e14 cm-2, q=Gamma approx",H-terminated diamond(111) surface,field-effect hole-doped hydrogenated diamond slab/FET geometry,,,,,,,,,,,surface_slab_not_recovered,,n=6e14 cm^-2; q=Gamma approximation,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam217-lam218; paper_id 867769693774021285,"Benchmark is a doped H-diamond(111) surface slab/FET model, not an intermetallic bulk structure; slab geometry absent.",low,condition_material_description_inconsistent;lkm_has_lambda_but_no_structure;manual_required,Recover exact slab/vacuum/field setup from source paper before any DFPT comparison.
lam219,867770734955462927,intermetallic,Sn3S4 I-43d 30 GPa,Sn3S4,high-pressure Sn3S4,I-43d,220,30,,,,,,,,prototype_only_lattice_missing,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam219; paper_id 867770734955462927,"Sn3S4 I-43d at 30 GPa; current build formula is Sn3S4I, which is not the condition.",medium,repo_current_formula_mismatch:Sn3S4I->Sn3S4;lkm_has_lambda_but_incomplete_structure;repo_structure_absent,Recover I-43d lattice/coords and correct the formula before building.
lam220,867770734955462927,intermetallic,gamma-SnS Pm-3m 40 GPa,SnS,gamma-SnS high-pressure cubic phase,Pm-3m,221,40,,,,,,,,full cubic prototype_lattice_missing,,,lkm_graph+markdown,paper_id 867770734955462927 markdown,gamma-SnS target is Pm-3m at 40 GPa; lattice not captured in extracted evidence.,medium,lkm_has_lambda_but_incomplete_structure,Recover 40 GPa cubic lattice; current Pnma SnS is the wrong phase.
lam221,867771259889386077,intermetallic,BaC6 0 GPa,BaC6,alkaline-earth graphite intercalation compound AC6,,,0,,4.302,4.302,5.25,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"BaC6 at 0 GPa: a=4.302 A, c=5.25 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam222,867771259889386077,intermetallic,BaC6 8 GPa,BaC6,alkaline-earth graphite intercalation compound AC6,,,8,,4.287,4.287,4.925,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"BaC6 at 8 GPa: a=4.287 A, c=4.925 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam223,867771259889386077,intermetallic,CaC6 0 GPa,CaC6,alkaline-earth graphite intercalation compound AC6,R-3m,166,0,,4.333,4.333,4.524,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"CaC6 at 0 GPa: a=4.333 A, c=4.524 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam224,867771259889386077,intermetallic,CaC6 5 GPa,CaC6,alkaline-earth graphite intercalation compound AC6,R-3m,166,5,,4.317,4.317,4.349,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"CaC6 at 5 GPa: a=4.317 A, c=4.349 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam225,867771259889386077,intermetallic,SrC6 0 GPa,SrC6,alkaline-earth graphite intercalation compound AC6,,,0,,4.315,4.315,4.95,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"SrC6 at 0 GPa: a=4.315 A, c=4.95 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam226,867771259889386077,intermetallic,SrC6 8 GPa,SrC6,alkaline-earth graphite intercalation compound AC6,,,8,,4.295,4.295,4.750,90,90,120,lattice_plus_stacking_prototype,,,lkm_graph+markdown,paper_id 867771259889386077 markdown Table 1,"SrC6 at 8 GPa: a=4.295 A, c=4.750 A in AC6 pressure table; exact stacking/space group should be checked.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Use AC6 pressure lattice, then confirm stacking/space group and internal C positions from source."
lam227,867772751660712031,intermetallic,"Mo3Sb7, mu*=0.10",Mo3Sb7,cubic Mo3Sb7 Ir3Ge7-type/skutterudite-related structure,Im-3m,229,,,9.6405,9.6405,9.6405,90,90,90,lattice_plus_prototype_sg_to_verify,,,lkm_graph+markdown,paper_id 867772751660712031 markdown,Mo3Sb7 source reports cubic a=9.6405 A; exact SG/prototype should be verified against original CIF.,medium,lkm_has_lambda_but_incomplete_structure,Verify Mo3Sb7 space group and fractional coordinates before replacing MP candidate.
lam228,867774094156759483,intermetallic,LaNiBN,LaNiBN,layered boronitride LaMBN,P4/nmm,129,,,,,,,,,prototype_only_lattice_missing,,,lkm_graph+markdown,paper_id 867774094156759483 markdown,"LaNiBN identified as layered LaMBN, isostructural P4/nmm; lattice/coords not complete in extracted evidence.",medium,lkm_has_lambda_but_incomplete_structure,Recover lattice/internal z for LaMBN before SCF generation.
lam229,867774094156759483,intermetallic,LaPtBN,LaPtBN,layered boronitride LaMBN,P4/nmm,129,,,,,,,,,prototype_only_lattice_missing,,,repo_tier2_lkm+markdown,paper_id 867774094156759483 markdown,"LaPtBN identified as layered LaMBN, isostructural P4/nmm; lattice/coords not complete in extracted evidence.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_absent,Recover lattice/internal z for LaMBN before SCF generation.
lam230,867774180848828479,intermetallic,(single),LaNiC2,non-centrosymmetric LaNiC2,Amm2,38,,,,,,,,,prototype_only_lattice_missing,,,lkm_graph+markdown+repo_current_scf,paper_id 867774180848828479 graph; build_status LaNiC2.scf.in,LaNiC2 is non-centrosymmetric Amm2; extracted LKM evidence did not include lattice/coords.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,Confirm Amm2 lattice/coordinates from paper or CIF before production.
lam231,870263214510702950,intermetallic,beta'-Nb4N5 (tetragonal I4/m),Nb4N5,beta'-Nb4N5 tetragonal,I4/m,87,,,6.933,6.933,4.324,90,90,90,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"beta'-Nb4N5 tetragonal: SG I4/m (87), lattice a=6.933 b=6.933 c=4.324 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam232,870263214510702950,intermetallic,beta1-Nb2N (trigonal P-31m),Nb2N,beta1-Nb2N trigonal,P-31m,162,,,5.341,5.341,5.009,90,90,120,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"beta1-Nb2N trigonal: SG P-31m (162), lattice a=5.341 b=5.341 c=5.009 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam233,870263214510702950,intermetallic,beta2-Nb2N (trigonal P-3m1),Nb2N,beta2-Nb2N trigonal,P-3m1,164,,,3.157,3.157,4.858,90,90,120,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"beta2-Nb2N trigonal: SG P-3m1 (164), lattice a=3.157 b=3.157 c=4.858 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
